Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	HGNC symbol
ENSG00000181001	ENSG00000181001.3	79473	OR52N1
ENSG00000172365	ENSG00000172365.4	390190	OR5B2
ENSG00000174937	ENSG00000174937.5	219482	OR5M3
ENSG00000197125	ENSG00000197125.3	26493	OR8B8
ENSG00000137878	ENSG00000137878.17	145781	GCOM1
ENSG00000214530	ENSG00000214530.10	10809	STARD10
ENSG00000180044	ENSG00000180044.6	401097	C3orf80
ENSG00000232382	ENSG00000232382.2	26339	OR5K1
ENSG00000134283	ENSG00000134283.18	51535	PPHLN1
ENSG00000114026	ENSG00000114026.22	4968	OGG1
ENSG00000171595	ENSG00000171595.14	64446	DNAI2
ENSG00000197191	ENSG00000197191.7	375791	CYSRT1
ENSG00000244020	ENSG00000244020.3	645745	MT1HL1
ENSG00000106976	ENSG00000106976.22	1759	DNM1
ENSG00000196169	ENSG00000196169.15	124602	KIF19
ENSG00000117758	ENSG00000117758.14	23673	STX12
ENSG00000163106	ENSG00000163106.11	27306	HPGDS
ENSG00000196954	ENSG00000196954.14	837	CASP4
ENSG00000056972	ENSG00000056972.21	10758	TRAF3IP2
ENSG00000117751	ENSG00000117751.18	5511	PPP1R8
ENSG00000109132	ENSG00000109132.7	8929	PHOX2B
ENSG00000109133	ENSG00000109133.13	55161	TMEM33
ENSG00000204347	ENSG00000204347.4	388419	BTBD17
ENSG00000137757	ENSG00000137757.11	838	CASP5
ENSG00000130775	ENSG00000130775.16	9473	THEMIS2
ENSG00000115474	ENSG00000115474.7	3769	KCNJ13
ENSG00000108679	ENSG00000108679.13	3959	LGALS3BP
ENSG00000164815	ENSG00000164815.11	5001	ORC5
ENSG00000135346	ENSG00000135346.9	1081	CGA
ENSG00000066248	ENSG00000066248.15	25791	NGEF
ENSG00000117748	ENSG00000117748.10	6118	RPA2
ENSG00000112115	ENSG00000112115.7	3605	IL17A
ENSG00000112118	ENSG00000112118.20	4172	MCM3
ENSG00000182308	ENSG00000182308.7	285429	DCAF4L1
ENSG00000144681	ENSG00000144681.11	6769	STAC
ENSG00000186166	ENSG00000186166.9	338657	CENATAC
ENSG00000014824	ENSG00000014824.14	10463	SLC30A9
ENSG00000128617	ENSG00000128617.3	611	OPN1SW
ENSG00000122687	ENSG00000122687.19	29960	MRM2
ENSG00000224420	ENSG00000224420.4	199800	ADM5
ENSG00000275395	ENSG00000275395.7	8857	FCGBP
ENSG00000139168	ENSG00000139168.9	85437	ZCRB1
ENSG00000115488	ENSG00000115488.3	4759	NEU2
ENSG00000106266	ENSG00000106266.11	29886	SNX8
ENSG00000161681	ENSG00000161681.17	50944	SHANK1
ENSG00000117122	ENSG00000117122.14	4237	MFAP2
ENSG00000138435	ENSG00000138435.16	1134	CHRNA1
ENSG00000171302	ENSG00000171302.17	124583	CANT1
ENSG00000118181	ENSG00000118181.11	6230	RPS25
ENSG00000152705	ENSG00000152705.8	347732	CATSPER3
ENSG00000112116	ENSG00000112116.11	112744	IL17F
ENSG00000135314	ENSG00000135314.13	80759	KHDC1
ENSG00000069011	ENSG00000069011.16	5307	PITX1
ENSG00000188848	ENSG00000188848.17	389206	BEND4
ENSG00000136213	ENSG00000136213.10	55501	CHST12
ENSG00000159363	ENSG00000159363.19	23400	ATP13A2
ENSG00000010295	ENSG00000010295.20	25900	IFFO1
ENSG00000196655	ENSG00000196655.12	51399	TRAPPC4
ENSG00000137221	ENSG00000137221.14	93643	TJAP1
ENSG00000198398	ENSG00000198398.3	131920	TMEM207
ENSG00000002822	ENSG00000002822.16	8379	MAD1L1
ENSG00000178343	ENSG00000178343.5	152573	SHISA3
ENSG00000231213	ENSG00000231213.7	389158	PLSCR5
ENSG00000173918	ENSG00000173918.15	114897	C1QTNF1
ENSG00000215203	ENSG00000215203.3	389207	GRXCR1
ENSG00000181733	ENSG00000181733.4	284383	OR2Z1
ENSG00000170923	ENSG00000170923.4	390882	OR7G2
ENSG00000145832	ENSG00000145832.16	153328	SLC25A48
ENSG00000176695	ENSG00000176695.8	81099	OR4F17
ENSG00000186567	ENSG00000186567.14	56971	CEACAM19
ENSG00000185477	ENSG00000185477.5	285513	GPRIN3
ENSG00000144852	ENSG00000144852.20	8856	NR1I2
ENSG00000162980	ENSG00000162980.17	26225	ARL5A
ENSG00000204866	ENSG00000204866.9	147920	IGFL2
ENSG00000167280	ENSG00000167280.17	64772	ENGASE
ENSG00000184305	ENSG00000184305.16	401145	CCSER1
ENSG00000181965	ENSG00000181965.6	4762	NEUROG1
ENSG00000145824	ENSG00000145824.13	9547	CXCL14
ENSG00000187135	ENSG00000187135.8	342865	VSTM2B
ENSG00000196126	ENSG00000196126.12	3123	HLA-DRB1
ENSG00000141854	ENSG00000141854.10	113230	MISP3
ENSG00000185127	ENSG00000185127.7	387263	C6orf120
ENSG00000203733	ENSG00000203733.6	100126572	GJE1
ENSG00000170948	ENSG00000170948.4	85509	MBD3L1
ENSG00000228727	ENSG00000228727.10	401251	SAPCD1
ENSG00000172375	ENSG00000172375.14	9854	C2CD2L
ENSG00000105737	ENSG00000105737.10	2901	GRIK5
ENSG00000011083	ENSG00000011083.9	6534	SLC6A7
ENSG00000204599	ENSG00000204599.16	56658	TRIM39
ENSG00000167281	ENSG00000167281.20	146713	RBFOX3
ENSG00000163214	ENSG00000163214.21	90957	DHX57
ENSG00000183578	ENSG00000183578.8	388121	TNFAIP8L3
ENSG00000286192	ENSG00000286192.1		
ENSG00000137869	ENSG00000137869.16	1588	CYP19A1
ENSG00000122543	ENSG00000122543.11	654231	OCM
ENSG00000241058	ENSG00000241058.4	221078	NSUN6
ENSG00000138798	ENSG00000138798.13	1950	EGF
ENSG00000224982	ENSG00000224982.4	387890	TMEM233
ENSG00000111725	ENSG00000111725.11	5564	PRKAB1
ENSG00000122674	ENSG00000122674.12	51622	CCZ1
ENSG00000261272	ENSG00000261272.1	100507679	MUC22
ENSG00000070808	ENSG00000070808.17	815	CAMK2A
ENSG00000240053	ENSG00000240053.9	58496	LY6G5B
ENSG00000165997	ENSG00000165997.5	221079	ARL5B
ENSG00000146385	ENSG00000146385.2	83551	TAAR8
ENSG00000237110	ENSG00000237110.3	134860	TAAR9
ENSG00000113889	ENSG00000113889.14	3827	KNG1
ENSG00000204371	ENSG00000204371.12	10919	EHMT2
ENSG00000117118	ENSG00000117118.10	6390	SDHB
ENSG00000150275	ENSG00000150275.20	65217	PCDH15
ENSG00000182156	ENSG00000182156.10	339221	ENPP7
ENSG00000072071	ENSG00000072071.17	22859	ADGRL1
ENSG00000173894	ENSG00000173894.11	84733	CBX2
ENSG00000010319	ENSG00000010319.7	56920	SEMA3G
ENSG00000122966	ENSG00000122966.17	11113	CIT
ENSG00000163170	ENSG00000163170.12	388962	BOLA3
ENSG00000117115	ENSG00000117115.13	11240	PADI2
ENSG00000168807	ENSG00000168807.17	6645	SNTB2
ENSG00000254959	ENSG00000254959.6		INMT-MINDY4
ENSG00000133026	ENSG00000133026.14	4628	MYH10
ENSG00000172273	ENSG00000172273.13	25988	HINFP
ENSG00000106125	ENSG00000106125.14	84182	MINDY4
ENSG00000114978	ENSG00000114978.18	55233	MOB1A
ENSG00000176953	ENSG00000176953.13	84901	NFATC2IP
ENSG00000114854	ENSG00000114854.8	7134	TNNC1
ENSG00000142623	ENSG00000142623.11	29943	PADI1
ENSG00000250424	ENSG00000250424.4		
ENSG00000065911	ENSG00000065911.13	10797	MTHFD2
ENSG00000240583	ENSG00000240583.14	358	AQP1
ENSG00000010322	ENSG00000010322.16	11188	NISCH
ENSG00000172350	ENSG00000172350.10	64137	ABCG4
ENSG00000131864	ENSG00000131864.11	57663	USP29
ENSG00000142619	ENSG00000142619.4	51702	PADI3
ENSG00000132017	ENSG00000132017.11	90379	DCAF15
ENSG00000106128	ENSG00000106128.19	2692	GHRHR
ENSG00000269526	ENSG00000269526.2	147664	ERVV-1
ENSG00000077009	ENSG00000077009.14	27231	NMRK2
ENSG00000138792	ENSG00000138792.10	2028	ENPEP
ENSG00000186399	ENSG00000186399.11	101059918	GOLGA8R
ENSG00000142871	ENSG00000142871.18	3491	CCN1
ENSG00000173572	ENSG00000173572.12	126204	NLRP13
ENSG00000092531	ENSG00000092531.10	8773	SNAP23
ENSG00000140945	ENSG00000140945.17	1012	CDH13
ENSG00000160703	ENSG00000160703.16	79671	NLRX1
ENSG00000182566	ENSG00000182566.15	339390	CLEC4G
ENSG00000143512	ENSG00000143512.13	79802	HHIPL2
ENSG00000135913	ENSG00000135913.11	57695	USP37
ENSG00000011332	ENSG00000011332.22	8193	DPF1
ENSG00000143498	ENSG00000143498.18	9015	TAF1A
ENSG00000185467	ENSG00000185467.8	402569	KPNA7
ENSG00000114841	ENSG00000114841.18	25981	DNAH1
ENSG00000286105	ENSG00000286105.2	121725057	TMEM217B
ENSG00000204052	ENSG00000204052.5	221424	LRRC73
ENSG00000230989	ENSG00000230989.8	3281	HSBP1
ENSG00000013374	ENSG00000013374.17	51667	NUB1
ENSG00000204428	ENSG00000204428.12	80741	LY6G5C
ENSG00000154305	ENSG00000154305.18	375056	MIA3
ENSG00000235272	ENSG00000235272.3	353267	RAMACL
ENSG00000277075	ENSG00000277075.3	3012	H2AC8
ENSG00000103544	ENSG00000103544.16	57020	VPS35L
ENSG00000237988	ENSG00000237988.6	442197	OR2I1P
ENSG00000124818	ENSG00000124818.15	221391	OPN5
ENSG00000055163	ENSG00000055163.21	26999	CYFIP2
ENSG00000137075	ENSG00000137075.18	152006	RNF38
ENSG00000188994	ENSG00000188994.14	23036	ZNF292
ENSG00000250374	ENSG00000250374.5	391714	TRIM75
ENSG00000172367	ENSG00000172367.16	79849	PDZD3
ENSG00000178950	ENSG00000178950.18	2580	GAK
ENSG00000146243	ENSG00000146243.14	134728	IRAK1BP1
ENSG00000130396	ENSG00000130396.22	4301	AFDN
ENSG00000285942	ENSG00000285942.1		
ENSG00000180979	ENSG00000180979.10	255252	LRRC57
ENSG00000186063	ENSG00000186063.13	64853	AIDA
ENSG00000137814	ENSG00000137814.12	55142	HAUS2
ENSG00000076706	ENSG00000076706.17	4162	MCAM
ENSG00000236398	ENSG00000236398.2	259285	TAS2R39
ENSG00000221937	ENSG00000221937.4	259286	TAS2R40
ENSG00000162819	ENSG00000162819.12	148362	BROX
ENSG00000099337	ENSG00000099337.5	9424	KCNK6
ENSG00000197448	ENSG00000197448.14	373156	GSTK1
ENSG00000076201	ENSG00000076201.16	25930	PTPN23
ENSG00000187556	ENSG00000187556.8	342977	NANOS3
ENSG00000132016	ENSG00000132016.12	79173	BRME1
ENSG00000144580	ENSG00000144580.14	9125	CNOT9
ENSG00000122705	ENSG00000122705.18	1211	CLTA
ENSG00000130270	ENSG00000130270.16	148229	ATP8B3
ENSG00000159433	ENSG00000159433.12	57519	STARD9
ENSG00000163832	ENSG00000163832.16	54859	ELP6
ENSG00000130635	ENSG00000130635.17	1289	COL5A1
ENSG00000140326	ENSG00000140326.13	146059	CDAN1
ENSG00000173020	ENSG00000173020.11	156	GRK2
ENSG00000187554	ENSG00000187554.14	7100	TLR5
ENSG00000115556	ENSG00000115556.14	84812	PLCD4
ENSG00000089693	ENSG00000089693.11	8079	MLF2
ENSG00000164010	ENSG00000164010.15	114625	ERMAP
ENSG00000126861	ENSG00000126861.5	4974	OMG
ENSG00000126861	ENSG00000126861.5	101927057	OMG
ENSG00000127419	ENSG00000127419.17	84286	TMEM175
ENSG00000131943	ENSG00000131943.20	83636	C19orf12
ENSG00000185862	ENSG00000185862.7	2124	EVI2B
ENSG00000265118	ENSG00000265118.5		
ENSG00000197110	ENSG00000197110.10	282617	IFNL3
ENSG00000178826	ENSG00000178826.11	135932	TMEM139
ENSG00000214046	ENSG00000214046.9	79086	SMIM7
ENSG00000126860	ENSG00000126860.12	2123	EVI2A
ENSG00000103550	ENSG00000103550.14	400506	KNOP1
ENSG00000114646	ENSG00000114646.10	10675	CSPG5
ENSG00000131242	ENSG00000131242.18	84440	RAB11FIP4
ENSG00000128881	ENSG00000128881.18	146057	TTBK2
ENSG00000103540	ENSG00000103540.17	9738	CCP110
ENSG00000164011	ENSG00000164011.18	51058	ZNF691
ENSG00000106144	ENSG00000106144.20	835	CASP2
ENSG00000172932	ENSG00000172932.16	338692	ANKRD13D
ENSG00000146247	ENSG00000146247.15	55023	PHIP
ENSG00000074582	ENSG00000074582.15	617	BCS1L
ENSG00000154309	ENSG00000154309.9	84976	DISP1
ENSG00000174891	ENSG00000174891.14	51319	RSRC1
ENSG00000274512	ENSG00000274512.6	729873	TBC1D3L
ENSG00000274512	ENSG00000274512.6	101060376	TBC1D3L
ENSG00000215021	ENSG00000215021.10	11331	PHB2
ENSG00000174197	ENSG00000174197.19	23269	MGA
ENSG00000159784	ENSG00000159784.18	9715	FAM131B
ENSG00000172830	ENSG00000172830.13	54961	SSH3
ENSG00000092931	ENSG00000092931.12	79157	MFSD11
ENSG00000203857	ENSG00000203857.10	3283	HSD3B1
ENSG00000156564	ENSG00000156564.10	57497	LRFN2
ENSG00000143067	ENSG00000143067.5	90874	ZNF697
ENSG00000134240	ENSG00000134240.12	3158	HMGCS2
ENSG00000083099	ENSG00000083099.11	57226	LYRM2
ENSG00000167191	ENSG00000167191.12	51704	GPRC5B
ENSG00000167173	ENSG00000167173.19	56905	C15orf39
ENSG00000120837	ENSG00000120837.8	4801	NFYB
ENSG00000072954	ENSG00000072954.7	79041	TMEM38A
ENSG00000134193	ENSG00000134193.15	83998	REG4
ENSG00000167195	ENSG00000167195.8	653641	GOLGA6C
ENSG00000167195	ENSG00000167195.8	124907524	GOLGA6C
ENSG00000079691	ENSG00000079691.19	55604	CARMIL1
ENSG00000174628	ENSG00000174628.17	124152	IQCK
ENSG00000099822	ENSG00000099822.3	610	HCN2
ENSG00000140478	ENSG00000140478.16	653643	GOLGA6D
ENSG00000255150	ENSG00000255150.2	493861	EID3
ENSG00000135119	ENSG00000135119.15	84900	RNFT2
ENSG00000159840	ENSG00000159840.16	7791	ZYX
ENSG00000140365	ENSG00000140365.16	54939	COMMD4
ENSG00000099821	ENSG00000099821.14	5442	POLRMT
ENSG00000160339	ENSG00000160339.16	2220	FCN2
ENSG00000178187	ENSG00000178187.8	285676	ZNF454
ENSG00000134249	ENSG00000134249.7	11085	ADAM30
ENSG00000172613	ENSG00000172613.8	5883	RAD9A
ENSG00000085265	ENSG00000085265.12	2219	FCN1
ENSG00000113262	ENSG00000113262.16	2916	GRM6
ENSG00000163481	ENSG00000163481.8	64320	RNF25
ENSG00000102981	ENSG00000102981.10	50855	PARD6A
ENSG00000149948	ENSG00000149948.14	8091	HMGA2
ENSG00000092621	ENSG00000092621.13	26227	PHGDH
ENSG00000234284	ENSG00000234284.7	345462	ZNF879
ENSG00000124074	ENSG00000124074.12	84080	ENKD1
ENSG00000177932	ENSG00000177932.7	30832	ZNF354C
ENSG00000167889	ENSG00000167889.13	146664	MGAT5B
ENSG00000087116	ENSG00000087116.17	9509	ADAMTS2
ENSG00000110697	ENSG00000110697.13	9600	PITPNM1
ENSG00000112159	ENSG00000112159.13	23195	MDN1
ENSG00000159761	ENSG00000159761.15	388284	C16orf86
ENSG00000070388	ENSG00000070388.12	27006	FGF22
ENSG00000163482	ENSG00000163482.12	27148	STK36
ENSG00000145214	ENSG00000145214.14	1609	DGKQ
ENSG00000070423	ENSG00000070423.18	55658	RNF126
ENSG00000141098	ENSG00000141098.13	81577	GFOD2
ENSG00000146904	ENSG00000146904.9	2041	EPHA1
ENSG00000165688	ENSG00000165688.13	23203	PMPCA
ENSG00000198156	ENSG00000198156.11	728741	NPIPB6
ENSG00000111596	ENSG00000111596.14	4848	CNOT2
ENSG00000070404	ENSG00000070404.10	10272	FSTL3
ENSG00000179583	ENSG00000179583.21	4261	CIITA
ENSG00000179314	ENSG00000179314.16	23302	WSCD1
ENSG00000113971	ENSG00000113971.21	27031	NPHP3
ENSG00000146067	ENSG00000146067.17	54540	FAM193B
ENSG00000140398	ENSG00000140398.14	79661	NEIL1
ENSG00000130173	ENSG00000130173.13	55908	ANGPTL8
ENSG00000185899	ENSG00000185899.1	338398	TAS2R60
ENSG00000221855	ENSG00000221855.1	259287	TAS2R41
ENSG00000130167	ENSG00000130167.14	26526	TSPAN16
ENSG00000271079	ENSG00000271079.1	441294	CTAGE15
ENSG00000283528	ENSG00000283528.2		TCAF2C
ENSG00000127914	ENSG00000127914.19	10142	AKAP9
ENSG00000105514	ENSG00000105514.8	9545	RAB3D
ENSG00000141371	ENSG00000141371.13	124773	C17orf64
ENSG00000105246	ENSG00000105246.6	10148	EBI3
ENSG00000145217	ENSG00000145217.14	10861	SLC26A1
ENSG00000112851	ENSG00000112851.16	55914	ERBIN
ENSG00000140400	ENSG00000140400.18	4123	MAN2C1
ENSG00000167797	ENSG00000167797.8	10263	CDK2AP2
ENSG00000132003	ENSG00000132003.10	65249	ZSWIM4
ENSG00000062725	ENSG00000062725.10	10513	APPBP2
ENSG00000135912	ENSG00000135912.11	9654	TTLL4
ENSG00000089847	ENSG00000089847.13	170961	ANKRD24
ENSG00000127415	ENSG00000127415.13	3425	IDUA
ENSG00000167791	ENSG00000167791.14	51475	CABP2
ENSG00000132153	ENSG00000132153.15	22907	DHX30
ENSG00000084207	ENSG00000084207.18	2950	GSTP1
ENSG00000108474	ENSG00000108474.17	9487	PIGL
ENSG00000288920	ENSG00000288920.1	388524	RPSAP58
ENSG00000027644	ENSG00000027644.5	3645	INSRR
ENSG00000167792	ENSG00000167792.13	4723	NDUFV1
ENSG00000157680	ENSG00000157680.16	9162	DGKI
ENSG00000130309	ENSG00000130309.12	79709	COLGALT1
ENSG00000166582	ENSG00000166582.11	201161	CENPV
ENSG00000135929	ENSG00000135929.9	1593	CYP27A1
ENSG00000130764	ENSG00000130764.10	57470	LRRC47
ENSG00000105426	ENSG00000105426.18	5802	PTPRS
ENSG00000170315	ENSG00000170315.14	7314	UBB
ENSG00000127418	ENSG00000127418.15	53834	FGFRL1
ENSG00000039523	ENSG00000039523.20	79567	RIPOR1
ENSG00000106829	ENSG00000106829.21	7091	TLE4
ENSG00000169599	ENSG00000169599.13	27247	NFU1
ENSG00000187688	ENSG00000187688.15	51393	TRPV2
ENSG00000164045	ENSG00000164045.12	993	CDC25A
ENSG00000125650	ENSG00000125650.5	5623	PSPN
ENSG00000088247	ENSG00000088247.19	8570	KHSRP
ENSG00000066923	ENSG00000066923.18	10734	STAG3
ENSG00000284770	ENSG00000284770.2	6905	TBCE
ENSG00000105520	ENSG00000105520.11	64748	PLPPR2
ENSG00000108946	ENSG00000108946.16	5573	PRKAR1A
ENSG00000139190	ENSG00000139190.17	6843	VAMP1
ENSG00000115568	ENSG00000115568.16	7701	ZNF142
ENSG00000167799	ENSG00000167799.10	254552	NUDT8
ENSG00000130726	ENSG00000130726.12	10155	TRIM28
ENSG00000125386	ENSG00000125386.16	8603	FAM193A
ENSG00000132744	ENSG00000132744.8	91703	ACY3
ENSG00000188760	ENSG00000188760.11	130612	TMEM198
ENSG00000197901	ENSG00000197901.12	9356	SLC22A6
ENSG00000135486	ENSG00000135486.19	3178	HNRNPA1
ENSG00000198885	ENSG00000198885.10	150771	ITPRIPL1
ENSG00000198825	ENSG00000198825.15	22876	INPP5F
ENSG00000163040	ENSG00000163040.15	90557	CCDC74A
ENSG00000164047	ENSG00000164047.6	820	CAMP
ENSG00000164048	ENSG00000164048.14	51385	ZNF589
ENSG00000169410	ENSG00000169410.11	5780	PTPN9
ENSG00000149452	ENSG00000149452.16	9376	SLC22A8
ENSG00000130725	ENSG00000130725.8	9040	UBE2M
ENSG00000172113	ENSG00000172113.10	10201	NME6
ENSG00000102974	ENSG00000102974.16	10664	CTCF
ENSG00000222038	ENSG00000222038.4	653781	POTEJ
ENSG00000288640	ENSG00000288640.1		
ENSG00000212725	ENSG00000212725.4	81872	KRTAP2-1
ENSG00000204880	ENSG00000204880.9	728224	KRTAP4-8
ENSG00000169375	ENSG00000169375.17	25942	SIN3A
ENSG00000204634	ENSG00000204634.13	11138	TBC1D8
ENSG00000107651	ENSG00000107651.15	11196	SEC23IP
ENSG00000204887	ENSG00000204887.5	728255	KRTAP1-4
ENSG00000161594	ENSG00000161594.7	317719	KLHL10
ENSG00000130724	ENSG00000130724.10	27243	CHMP2A
ENSG00000122591	ENSG00000122591.13	84668	FAM126A
ENSG00000178502	ENSG00000178502.6	55175	KLHL11
ENSG00000131473	ENSG00000131473.17	47	ACLY
ENSG00000149742	ENSG00000149742.10	114571	SLC22A9
ENSG00000163013	ENSG00000163013.12	150726	FBXO41
ENSG00000167676	ENSG00000167676.5	729359	PLIN4
ENSG00000164604	ENSG00000164604.14	54329	GPR85
ENSG00000063169	ENSG00000063169.12	29998	BICRA
ENSG00000132256	ENSG00000132256.20	85363	TRIM5
ENSG00000106268	ENSG00000106268.16	4521	NUDT1
ENSG00000154518	ENSG00000154518.10	518	ATP5MC3
ENSG00000126243	ENSG00000126243.9	79414	LRFN3
ENSG00000205138	ENSG00000205138.4	644096	SDHAF1
ENSG00000181392	ENSG00000181392.17	163183	SYNE4
ENSG00000187514	ENSG00000187514.17	5757	PTMA
ENSG00000028277	ENSG00000028277.22	5452	POU2F2
ENSG00000141084	ENSG00000141084.12	57610	RANBP10
ENSG00000164049	ENSG00000164049.14	285231	FBXW12
ENSG00000136271	ENSG00000136271.11	54606	DDX56
ENSG00000132254	ENSG00000132254.13	23647	ARFIP2
ENSG00000118257	ENSG00000118257.17	8828	NRP2
ENSG00000102904	ENSG00000102904.15	55815	TSNAXIP1
ENSG00000168907	ENSG00000168907.13	255189	PLA2G4F
ENSG00000204815	ENSG00000204815.10	83538	ODAD4
ENSG00000283977	ENSG00000283977.1		
ENSG00000132286	ENSG00000132286.12	26515	TIMM10B
ENSG00000173786	ENSG00000173786.17	1267	CNP
ENSG00000164053	ENSG00000164053.22	84126	ATRIP
ENSG00000174206	ENSG00000174206.13	144577	KICS2
ENSG00000185306	ENSG00000185306.13	115749	C12orf56
ENSG00000166340	ENSG00000166340.18	1200	TPP1
ENSG00000168259	ENSG00000168259.17	7266	DNAJC7
ENSG00000166887	ENSG00000166887.16	23339	VPS39
ENSG00000106682	ENSG00000106682.16	7458	EIF4H
ENSG00000168884	ENSG00000168884.15	79155	TNIP2
ENSG00000184575	ENSG00000184575.12	11260	XPOT
ENSG00000198837	ENSG00000198837.10	9909	DENND4B
ENSG00000164638	ENSG00000164638.11	222962	SLC29A4
ENSG00000151150	ENSG00000151150.22	288	ANK3
ENSG00000087266	ENSG00000087266.17	6452	SH3BP2
ENSG00000160741	ENSG00000160741.17	200186	CRTC2
ENSG00000155849	ENSG00000155849.16	9844	ELMO1
ENSG00000285901	ENSG00000285901.2		
ENSG00000175203	ENSG00000175203.17	10540	DCTN2
ENSG00000103978	ENSG00000103978.17	25963	TMEM87A
ENSG00000102901	ENSG00000102901.13	80152	CENPT
ENSG00000114302	ENSG00000114302.16	5576	PRKAR2A
ENSG00000239382	ENSG00000239382.11	84964	ALKBH6
ENSG00000143578	ENSG00000143578.16	148327	CREB3L4
ENSG00000189143	ENSG00000189143.10	1364	CLDN4
ENSG00000114554	ENSG00000114554.12	5361	PLXNA1
ENSG00000103647	ENSG00000103647.13	10391	CORO2B
ENSG00000123992	ENSG00000123992.20	23549	DNPEP
ENSG00000130159	ENSG00000130159.15	51295	ECSIT
ENSG00000258083	ENSG00000258083.2	130075	OR9A4
ENSG00000213215	ENSG00000213215.5	26211	OR2F1
ENSG00000240720	ENSG00000240720.10	401387	LRRD1
ENSG00000146776	ENSG00000146776.15	222255	ATXN7L1
ENSG00000184047	ENSG00000184047.20	56616	DIABLO
ENSG00000140350	ENSG00000140350.15	8125	ANP32A
ENSG00000143543	ENSG00000143543.15	10899	JTB
ENSG00000170782	ENSG00000170782.3	283297	OR10A4
ENSG00000134824	ENSG00000134824.14	9415	FADS2
ENSG00000087274	ENSG00000087274.19	118	ADD1
ENSG00000161048	ENSG00000161048.12	222236	NAPEPLD
ENSG00000120756	ENSG00000120756.13	5357	PLS1
ENSG00000285641	ENSG00000285641.1		
ENSG00000255346	ENSG00000255346.11	79400	NOX5
ENSG00000143545	ENSG00000143545.10	5872	RAB13
ENSG00000168286	ENSG00000168286.3	57215	THAP11
ENSG00000038358	ENSG00000038358.15	23644	EDC4
ENSG00000077348	ENSG00000077348.10	56915	EXOSC5
ENSG00000183019	ENSG00000183019.8	199675	MCEMP1
ENSG00000132434	ENSG00000132434.10	55915	LANCL2
ENSG00000177954	ENSG00000177954.14	6232	RPS27
ENSG00000142459	ENSG00000142459.9	115704	EVI5L
ENSG00000162642	ENSG00000162642.14	148423	C1orf52
ENSG00000168256	ENSG00000168256.18	28511	NKIRAS2
ENSG00000111667	ENSG00000111667.14	8078	USP5
ENSG00000173113	ENSG00000173113.7	51504	TRMT112
ENSG00000153914	ENSG00000153914.16	140890	SREK1
ENSG00000138604	ENSG00000138604.10	26035	GLCE
ENSG00000137504	ENSG00000137504.15	58487	CREBZF
ENSG00000055609	ENSG00000055609.21	58508	KMT2C
ENSG00000116198	ENSG00000116198.14	9731	CEP104
ENSG00000290203	ENSG00000290203.13	79400	
ENSG00000174914	ENSG00000174914.3	390174	OR9G1
ENSG00000254466	ENSG00000254466.2	390197	OR4D10
ENSG00000188211	ENSG00000188211.9	374383	NCR3LG1
ENSG00000066044	ENSG00000066044.15	1994	ELAVL1
ENSG00000109906	ENSG00000109906.15	7704	ZBTB16
ENSG00000185404	ENSG00000185404.17	93349	SP140L
ENSG00000163710	ENSG00000163710.9	26577	PCOLCE2
ENSG00000267221	ENSG00000267221.3	110806298	C17orf113
ENSG00000108771	ENSG00000108771.13	79132	DHX58
ENSG00000130477	ENSG00000130477.16	23025	UNC13A
ENSG00000188038	ENSG00000188038.8	123904	NRN1L
ENSG00000159792	ENSG00000159792.10	5681	PSKH1
ENSG00000006611	ENSG00000006611.17	10083	USH1C
ENSG00000135341	ENSG00000135341.19	6885	MAP3K7
ENSG00000068796	ENSG00000068796.19	3796	KIF2A
ENSG00000141086	ENSG00000141086.18	1506	CTRL
ENSG00000127329	ENSG00000127329.16	5787	PTPRB
ENSG00000108773	ENSG00000108773.11	2648	KAT2A
ENSG00000261884	ENSG00000261884.2		
ENSG00000205220	ENSG00000205220.12	5699	PSMB10
ENSG00000273045	ENSG00000273045.7	150590	C2orf15
ENSG00000163328	ENSG00000163328.14	151556	GPR155
ENSG00000130479	ENSG00000130479.11	55201	MAP1S
ENSG00000213398	ENSG00000213398.8	3931	LCAT
ENSG00000260325	ENSG00000260325.2	94086	HSPB9
ENSG00000170836	ENSG00000170836.13	8493	PPM1D
ENSG00000122859	ENSG00000122859.5	50674	NEUROG3
ENSG00000178440	ENSG00000178440.9		TIMM23B-AGAP6
ENSG00000188582	ENSG00000188582.10	344838	PAQR9
ENSG00000204149	ENSG00000204149.16	414189	AGAP6
ENSG00000081307	ENSG00000081307.15	79876	UBA5
ENSG00000141096	ENSG00000141096.6	64180	DPEP3
ENSG00000108557	ENSG00000108557.20	10743	RAI1
ENSG00000167261	ENSG00000167261.14	64174	DPEP2
ENSG00000169598	ENSG00000169598.17	1677	DFFB
ENSG00000184160	ENSG00000184160.8	152	ADRA2C
ENSG00000136478	ENSG00000136478.9	55852	TEX2
ENSG00000164112	ENSG00000164112.14	132332	SMIM43
ENSG00000151532	ENSG00000151532.15	143187	VTI1A
ENSG00000188162	ENSG00000188162.12	340990	OTOG
ENSG00000179913	ENSG00000179913.11	10331	B3GNT3
ENSG00000248099	ENSG00000248099.4	3640	INSL3
ENSG00000197223	ENSG00000197223.12	10438	C1D
ENSG00000232535	ENSG00000232535.2		OR5H8
ENSG00000163719	ENSG00000163719.20	64419	MTMR14
